Residuos
1.399424671
-16.99027606
3.570851225
-18.14313173
1.467632404
-1.112542739
0.664107953
1.047897017
-6.544045691
3.570851225
-5.792116226
-16.99027606
1.128641918
0.664107953
-0.10062494
0.664107953
0.62116898
1.399424671
0.713963653
-11.41498757
0.19210107
-6.544045691
-6.544045691
1.399424671
-0.378615499
-4.400048598
0.664107953
0.498290444
0.19210107
-1.35135013
3.878113038
4.536962021
-6.544045691
-2.014294334
0.713963653
-2.366545315
-2.014294334
0.713963653
-4.564262682
-4.40419906
1.047897017
-0.378615499
-4.400048598
3.570851225
-2.849991907
0.62116898
-6.544045691
2.636285819
-4.400048598
-2.366545315
-2.349400947
-3.365049784
-2.827473809
-3.365049784
7.784853713
7.784853713
-0.501075951
0.19210107
-1.470089318
0.713963653
0.498290444
0.713963653
1.399424671
1.047897017
-0.329998556
2.381403586
1.399424671
-2.349400947
0.498290444
-2.014294334
-2.827473809
-23.93407757
0.713963653
-1.667912329
-3.759886478
-1.873738594
-1.132252545
2.381403586
3.474938973
0.19210107
-1.667912329
-0.501075951
-0.306051083
5.086414199
4.536962021
3.570851225
-0.378615499
1.693948917
0.713963653
3.570851225
1.399424671
0.713963653
-4.031174271
-1.470089318
3.226271159
0.713963653
-3.422645468
0.664107953
0.498290444
-6.544045691
2.514255397
1.399424671
-4.564262682
7.784853713
-1.873738594
0.664107953
-1.367055631
-0.501075951
-3.365049784
-2.366545315
-2.366545315
0.498290444
-1.885644498
-0.10062494
0.713963653
-2.366545315
3.570851225
-6.544045691
-2.366545315
1.399424671
0.664107953
-6.544045691
-5.553738739
-4.564262682
-2.278482806
1.467632404
1.128641918
3.570851225
1.399424671
-6.544045691
-0.378615499
-0.501075951
-2.230735501
0.664107953
3.570851225
-21.71070291
2.946825375
7.784853713
-3.365049784
-3.365049784
0.713963653
-3.365049784
0.664107953
-2.366545315
1.823709056
3.226271159
0.498290444
1.693948917
3.570851225
-4.155592366
1.693948917
-1.35135013
1.693948917
1.693948917
3.570851225
-1.885644498
-1.885644498
1.693948917
-1.873738594
-1.331408869
-2.014294334
-5.553738739
1.467632404
-1.885644498
0.498290444
-6.544045691
3.570851225
2.514255397
3.878113038
-1.873738594
1.467632404
1.467632404
-0.306051083
-1.669673581
-6.544045691
-2.366545315
1.467632404
3.570851225
7.784853713
1.467632404
1.467632404
-1.873738594
1.399424671
0.62116898
0.498290444
1.399424671
0.713963653
0.664107953
1.128641918
-2.366545315
0.498290444
0.713963653
0.664107953
1.128641918
0.498290444
0.664107953
7.784853713
1.467632404
3.570851225
1.399424671
0.19210107
-0.378615499
7.784853713
0.498290444
0.664107953
0.664107953
1.128641918
7.784853713
1.128641918
0.713963653
0.713963653
0.498290444
7.784853713
7.784853713
7.784853713
7.784853713
7.784853713
7.784853713
1.467632404
1.467632404
-0.378615499
0.62116898
1.128641918
0.713963653
0.498290444
7.784853713
7.784853713
7.784853713
7.784853713
7.784853713
7.784853713
-0.378615499
0.62116898
0.713963653
0.664107953
0.62116898
0.713963653
0.664107953
3.570851225
0.62116898
0.713963653
0.664107953
3.570851225
0.498290444
2.514255397
-0.063819701
-0.063819701
-2.366545315
-1.873738594
1.467632404
-0.306051083
1.399424671
